Site,Order,Family,Genera,Taxa,Time_Period,Period_Biomass,Mean_Annual_Biomass,PB,Production,Community_PB
Antelope Creek,Veneroida,Sphaeriidae,Pisidium ,Pisidium ,Period 1,0,0.12,5,0.62,5.19
Antelope Creek,Veneroida,Sphaeriidae,Pisidium ,Pisidium ,Period 2,0.2,0.12,5,0.62,5.19
Antelope Creek,Veneroida,Sphaeriidae,Pisidium ,Pisidium ,Period 3,0.55,0.12,5,0.62,5.19
Antelope Creek,Veneroida,Sphaeriidae,Pisidium ,Pisidium ,Period 4,0,0.12,5,0.62,5.19
Antelope Creek,Veneroida,Sphaeriidae,Pisidium ,Pisidium ,Period 5,0,0.12,5,0.62,5.19
Antelope Creek,Veneroida,Sphaeriidae,Pisidium ,Pisidium ,Period 6,0,0.12,5,0.62,5.19
East Blacktail Deer Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 1,0,0.65,5,3.27,6.56
East Blacktail Deer Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 2,0,0.65,5,3.27,6.56
East Blacktail Deer Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 3,0,0.65,5,3.27,6.56
East Blacktail Deer Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 4,3.27,0.65,5,3.27,6.56
East Blacktail Deer Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 5,0,0.65,5,3.27,6.56
East Blacktail Deer Creek,Annelida,Oligochaeta,,Oligochaeta,Period 1,70.43,82.35,3.47,285.53,6.56
East Blacktail Deer Creek,Annelida,Oligochaeta,,Oligochaeta,Period 2,90.01,82.35,3.47,285.53,6.56
East Blacktail Deer Creek,Annelida,Oligochaeta,,Oligochaeta,Period 3,103.82,82.35,3.47,285.53,6.56
East Blacktail Deer Creek,Annelida,Oligochaeta,,Oligochaeta,Period 4,90.82,82.35,3.47,285.53,6.56
East Blacktail Deer Creek,Annelida,Oligochaeta,,Oligochaeta,Period 5,56.64,82.35,3.47,285.53,6.56
East Blacktail Deer Creek,Coleoptera,Curculionidae,,Curculionidae Adult,Period 1,0,0.3,5,1.51,6.56
East Blacktail Deer Creek,Coleoptera,Curculionidae,,Curculionidae Adult,Period 2,1.51,0.3,5,1.51,6.56
East Blacktail Deer Creek,Coleoptera,Curculionidae,,Curculionidae Adult,Period 3,0,0.3,5,1.51,6.56
East Blacktail Deer Creek,Coleoptera,Curculionidae,,Curculionidae Adult,Period 4,0,0.3,5,1.51,6.56
East Blacktail Deer Creek,Coleoptera,Curculionidae,,Curculionidae Adult,Period 5,0,0.3,5,1.51,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,Agabus,Agabus hydrotrupes,Period 1,0,0.06,5,0.29,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,Agabus,Agabus hydrotrupes,Period 2,0.35,0.06,5,0.29,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,Agabus,Agabus hydrotrupes,Period 3,0,0.06,5,0.29,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,Agabus,Agabus hydrotrupes,Period 4,0,0.06,5,0.29,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,Agabus,Agabus hydrotrupes,Period 5,0,0.06,5,0.29,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 1,0,0.84,5,4.21,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 2,0,0.84,5,4.21,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 3,3.86,0.84,5,4.21,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 4,0,0.84,5,4.21,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,,Dytiscidae,Period 5,0,0.84,5,4.21,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 1,25.39,13.95,5,69.75,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 2,16.93,13.95,5,69.75,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 3,27.43,13.95,5,69.75,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 4,0,13.95,5,69.75,6.56
East Blacktail Deer Creek,Coleoptera,Dytiscidae,,Dytiscidae Adult,Period 5,0,13.95,5,69.75,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 1,17.31,29.51,2.01,59.32,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 2,2.42,29.51,2.01,59.32,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 3,22.57,29.51,2.01,59.32,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 4,81.56,29.51,2.01,59.32,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 5,31.91,29.51,2.01,59.32,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,,Elmidae,Period 1,76.68,114.09,2.42,276.59,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,,Elmidae,Period 2,88.94,114.09,2.42,276.59,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,,Elmidae,Period 3,165.05,114.09,2.42,276.59,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,,Elmidae,Period 4,148.29,114.09,2.42,276.59,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,,Elmidae,Period 5,93.47,114.09,2.42,276.59,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,,Elmidae Adult,Period 1,5.41,9.52,5,47.58,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,,Elmidae Adult,Period 2,22.71,9.52,5,47.58,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,,Elmidae Adult,Period 3,9.8,9.52,5,47.58,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,,Elmidae Adult,Period 4,6.94,9.52,5,47.58,6.56
East Blacktail Deer Creek,Coleoptera,Elmidae,,Elmidae Adult,Period 5,2.72,9.52,5,47.58,6.56
East Blacktail Deer Creek,Coleoptera,Hydrochidae,,Hydrochidae,Period 1,0,1.63,5,8.16,6.56
East Blacktail Deer Creek,Coleoptera,Hydrochidae,,Hydrochidae,Period 2,8.16,1.63,5,8.16,6.56
East Blacktail Deer Creek,Coleoptera,Hydrochidae,,Hydrochidae,Period 3,0,1.63,5,8.16,6.56
East Blacktail Deer Creek,Coleoptera,Hydrochidae,,Hydrochidae,Period 4,0,1.63,5,8.16,6.56
East Blacktail Deer Creek,Coleoptera,Hydrochidae,,Hydrochidae,Period 5,0,1.63,5,8.16,6.56
East Blacktail Deer Creek,Coleoptera,,,Coleoptera,Period 1,0,0.01,5,0.05,6.56
East Blacktail Deer Creek,Coleoptera,,,Coleoptera,Period 2,0,0.01,5,0.05,6.56
East Blacktail Deer Creek,Coleoptera,,,Coleoptera,Period 3,0,0.01,5,0.05,6.56
East Blacktail Deer Creek,Coleoptera,,,Coleoptera,Period 4,0.05,0.01,5,0.05,6.56
East Blacktail Deer Creek,Coleoptera,,,Coleoptera,Period 5,0,0.01,5,0.05,6.56
East Blacktail Deer Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 1,0,3.38,5,16.88,6.56
East Blacktail Deer Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 2,5.21,3.38,5,16.88,6.56
East Blacktail Deer Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 3,5.35,3.38,5,16.88,6.56
East Blacktail Deer Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 4,4.03,3.38,5,16.88,6.56
East Blacktail Deer Creek,Diptera,Ceratopogonidae,,Ceratopogoninae,Period 5,2.3,3.38,5,16.88,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Chironominae,Period 1,0.57,2.84,2.09,5.94,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Chironominae,Period 2,4.43,2.84,2.09,5.94,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Chironominae,Period 3,1.64,2.84,2.09,5.94,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Chironominae,Period 4,5.09,2.84,2.09,5.94,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Chironominae,Period 5,2.36,2.84,2.09,5.94,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Orthocladinae,Period 1,1.92,6.88,5.19,35.72,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Orthocladinae,Period 2,5.96,6.88,5.19,35.72,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Orthocladinae,Period 3,2.8,6.88,5.19,35.72,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Orthocladinae,Period 4,2.91,6.88,5.19,35.72,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Orthocladinae,Period 5,4.02,6.88,5.19,35.72,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Tanypodinae,Period 1,33.03,25.18,15.44,388.73,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Tanypodinae,Period 2,50.07,25.18,15.44,388.73,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Tanypodinae,Period 3,18.97,25.18,15.44,388.73,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Tanypodinae,Period 4,6.26,25.18,15.44,388.73,6.56
East Blacktail Deer Creek,Diptera,Chironomidae,,Tanypodinae,Period 5,17.57,25.18,15.44,388.73,6.56
East Blacktail Deer Creek,Diptera,Dixidae,,Dixidae,Period 1,0,0.12,5,0.58,6.56
East Blacktail Deer Creek,Diptera,Dixidae,,Dixidae,Period 2,0,0.12,5,0.58,6.56
East Blacktail Deer Creek,Diptera,Dixidae,,Dixidae,Period 3,0.58,0.12,5,0.58,6.56
East Blacktail Deer Creek,Diptera,Dixidae,,Dixidae,Period 4,0,0.12,5,0.58,6.56
East Blacktail Deer Creek,Diptera,Dixidae,,Dixidae,Period 5,0,0.12,5,0.58,6.56
East Blacktail Deer Creek,Diptera,Muscidae,,Muscidae,Period 1,0,0.26,5,1.31,6.56
East Blacktail Deer Creek,Diptera,Muscidae,,Muscidae,Period 2,0,0.26,5,1.31,6.56
East Blacktail Deer Creek,Diptera,Muscidae,,Muscidae,Period 3,1.31,0.26,5,1.31,6.56
East Blacktail Deer Creek,Diptera,Muscidae,,Muscidae,Period 4,0,0.26,5,1.31,6.56
East Blacktail Deer Creek,Diptera,Muscidae,,Muscidae,Period 5,0,0.26,5,1.31,6.56
East Blacktail Deer Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 1,0,1.05,5,5.23,6.56
East Blacktail Deer Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 2,0,1.05,5,5.23,6.56
East Blacktail Deer Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 3,0,1.05,5,5.23,6.56
East Blacktail Deer Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 4,3.24,1.05,5,5.23,6.56
East Blacktail Deer Creek,Diptera,Psychodidae,Pericoma ,Pericoma ,Period 5,1.99,1.05,5,5.23,6.56
East Blacktail Deer Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 1,0,13.71,5,68.55,6.56
East Blacktail Deer Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 2,5.18,13.71,5,68.55,6.56
East Blacktail Deer Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 3,4.46,13.71,5,68.55,6.56
East Blacktail Deer Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 4,58.92,13.71,5,68.55,6.56
East Blacktail Deer Creek,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera,Period 5,0,13.71,5,68.55,6.56
East Blacktail Deer Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 1,455.02,92.02,8,736.12,6.56
East Blacktail Deer Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 2,5.06,92.02,8,736.12,6.56
East Blacktail Deer Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 3,0,92.02,8,736.12,6.56
East Blacktail Deer Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 4,0,92.02,8,736.12,6.56
East Blacktail Deer Creek,Diptera,Simuliidae,Prosimulium ,Prosimulium ,Period 5,0,92.02,8,736.12,6.56
East Blacktail Deer Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 1,138.5,50.58,12.75,644.85,6.56
East Blacktail Deer Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 2,44.96,50.58,12.75,644.85,6.56
East Blacktail Deer Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 3,1.42,50.58,12.75,644.85,6.56
East Blacktail Deer Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 4,39.64,50.58,12.75,644.85,6.56
East Blacktail Deer Creek,Diptera,Simuliidae,Simulium  ,Simulium  ,Period 5,28.4,50.58,12.75,644.85,6.56
East Blacktail Deer Creek,Diptera,Tabanidae,,Tabanidae,Period 1,0,0.89,5,4.43,6.56
East Blacktail Deer Creek,Diptera,Tabanidae,,Tabanidae,Period 2,4.43,0.89,5,4.43,6.56
East Blacktail Deer Creek,Diptera,Tabanidae,,Tabanidae,Period 3,0,0.89,5,4.43,6.56
East Blacktail Deer Creek,Diptera,Tabanidae,,Tabanidae,Period 4,0,0.89,5,4.43,6.56
East Blacktail Deer Creek,Diptera,Tabanidae,,Tabanidae,Period 5,0,0.89,5,4.43,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 1,0,0.2,5,0.99,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 2,0,0.2,5,0.99,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 3,0,0.2,5,0.99,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 4,0,0.2,5,0.99,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Dicranota ,Dicranota ,Period 5,0.99,0.2,5,0.99,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 1,0,8.66,5,43.31,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 2,9.66,8.66,5,43.31,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 3,14.04,8.66,5,43.31,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 4,17.95,8.66,5,43.31,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Limnophila ,Limnophila ,Period 5,1.67,8.66,5,43.31,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 1,0,11.82,5,59.08,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 2,3.89,11.82,5,59.08,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 3,0,11.82,5,59.08,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 4,48.44,11.82,5,59.08,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,Tipula /Holorusia,Tipula/Holorusia,Period 5,6.75,11.82,5,59.08,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,,Tipulidae,Period 1,0,1.02,5,5.09,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,,Tipulidae,Period 2,2.47,1.02,5,5.09,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,,Tipulidae,Period 3,0,1.02,5,5.09,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,,Tipulidae,Period 4,2.62,1.02,5,5.09,6.56
East Blacktail Deer Creek,Diptera,Tipulidae,,Tipulidae,Period 5,0,1.02,5,5.09,6.56
East Blacktail Deer Creek,Diptera,,,Diptera,Period 1,0.16,0.03,5,0.16,6.56
East Blacktail Deer Creek,Diptera,,,Diptera,Period 2,0,0.03,5,0.16,6.56
East Blacktail Deer Creek,Diptera,,,Diptera,Period 3,0,0.03,5,0.16,6.56
East Blacktail Deer Creek,Diptera,,,Diptera,Period 4,0,0.03,5,0.16,6.56
East Blacktail Deer Creek,Diptera,,,Diptera,Period 5,0,0.03,5,0.16,6.56
East Blacktail Deer Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 1,2.88,0.58,5,2.88,6.56
East Blacktail Deer Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 2,0,0.58,5,2.88,6.56
East Blacktail Deer Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 3,0,0.58,5,2.88,6.56
East Blacktail Deer Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 4,0,0.58,5,2.88,6.56
East Blacktail Deer Creek,Ephemeroptera,Ameletidae,Ameletus ,Ameletus ,Period 5,0,0.58,5,2.88,6.56
East Blacktail Deer Creek,Ephemeroptera,Baetidae,,Baetidae,Period 1,55.3,32.07,12.6,404.26,6.56
East Blacktail Deer Creek,Ephemeroptera,Baetidae,,Baetidae,Period 2,17.38,32.07,12.6,404.26,6.56
East Blacktail Deer Creek,Ephemeroptera,Baetidae,,Baetidae,Period 3,22.8,32.07,12.6,404.26,6.56
East Blacktail Deer Creek,Ephemeroptera,Baetidae,,Baetidae,Period 4,53.84,32.07,12.6,404.26,6.56
East Blacktail Deer Creek,Ephemeroptera,Baetidae,,Baetidae,Period 5,11.06,32.07,12.6,404.26,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 1,0,7.62,5,38.09,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 2,38.09,7.62,5,38.09,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 3,0,7.62,5,38.09,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 4,0,7.62,5,38.09,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Drunella ,Drunella coloradensis/flavilinae group,Period 5,0,7.62,5,38.09,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella,Period 1,11.3,2.26,5,11.3,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella,Period 2,0,2.26,5,11.3,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella,Period 3,0,2.26,5,11.3,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella,Period 4,0,2.26,5,11.3,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella,Period 5,0,2.26,5,11.3,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 1,9.72,31.03,5,155.14,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 2,75.31,31.03,5,155.14,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 3,30.4,31.03,5,155.14,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 4,13.74,31.03,5,155.14,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 5,21.35,31.03,5,155.14,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 1,0,6.85,5,34.25,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 2,7.52,6.85,5,34.25,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 3,23.79,6.85,5,34.25,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 4,2.94,6.85,5,34.25,6.56
East Blacktail Deer Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 5,0,6.85,5,34.25,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 1,0,0.18,5,0.9,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 2,0,0.18,5,0.9,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 3,0,0.18,5,0.9,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 4,0.9,0.18,5,0.9,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 5,0,0.18,5,0.9,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 1,4.45,5.89,5,29.47,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 2,7.55,5.89,5,29.47,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 3,0.89,5.89,5,29.47,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 4,9.44,5.89,5,29.47,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 5,7.14,5.89,5,29.47,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 1,4.24,6.54,5,32.71,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 2,13.24,6.54,5,32.71,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 3,0,6.54,5,32.71,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 4,1.79,6.54,5,32.71,6.56
East Blacktail Deer Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 5,13.43,6.54,5,32.71,6.56
East Blacktail Deer Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 1,54,43.1,10.93,471.1,6.56
East Blacktail Deer Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 2,4.63,43.1,10.93,471.1,6.56
East Blacktail Deer Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 3,24.1,43.1,10.93,471.1,6.56
East Blacktail Deer Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 4,31.62,43.1,10.93,471.1,6.56
East Blacktail Deer Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 5,12.61,43.1,10.93,471.1,6.56
East Blacktail Deer Creek,Megaloptera,Sialidae,Sialis,Sialis,Period 1,1.39,4.73,5,23.64,6.56
East Blacktail Deer Creek,Megaloptera,Sialidae,Sialis,Sialis,Period 2,3.36,4.73,5,23.64,6.56
East Blacktail Deer Creek,Megaloptera,Sialidae,Sialis,Sialis,Period 3,3.36,4.73,5,23.64,6.56
East Blacktail Deer Creek,Megaloptera,Sialidae,Sialis,Sialis,Period 4,6.2,4.73,5,23.64,6.56
East Blacktail Deer Creek,Megaloptera,Sialidae,Sialis,Sialis,Period 5,9.32,4.73,5,23.64,6.56
East Blacktail Deer Creek,Ostracoda,,,Ostracoda,Period 1,0.07,0.48,5,2.39,6.56
East Blacktail Deer Creek,Ostracoda,,,Ostracoda,Period 2,1.35,0.48,5,2.39,6.56
East Blacktail Deer Creek,Ostracoda,,,Ostracoda,Period 3,0.22,0.48,5,2.39,6.56
East Blacktail Deer Creek,Ostracoda,,,Ostracoda,Period 4,0.74,0.48,5,2.39,6.56
East Blacktail Deer Creek,Ostracoda,,,Ostracoda,Period 5,0,0.48,5,2.39,6.56
East Blacktail Deer Creek,Plecoptera,Capniidae,Paracapnia ,Paracapnia ,Period 1,0.37,0.07,5,0.37,6.56
East Blacktail Deer Creek,Plecoptera,Capniidae,Paracapnia ,Paracapnia ,Period 2,0,0.07,5,0.37,6.56
East Blacktail Deer Creek,Plecoptera,Capniidae,Paracapnia ,Paracapnia ,Period 3,0,0.07,5,0.37,6.56
East Blacktail Deer Creek,Plecoptera,Capniidae,Paracapnia ,Paracapnia ,Period 4,0,0.07,5,0.37,6.56
East Blacktail Deer Creek,Plecoptera,Capniidae,Paracapnia ,Paracapnia ,Period 5,0,0.07,5,0.37,6.56
East Blacktail Deer Creek,Plecoptera,Capniidae,,Capniidae,Period 1,0,0.19,5,0.97,6.56
East Blacktail Deer Creek,Plecoptera,Capniidae,,Capniidae,Period 2,0,0.19,5,0.97,6.56
East Blacktail Deer Creek,Plecoptera,Capniidae,,Capniidae,Period 3,0,0.19,5,0.97,6.56
East Blacktail Deer Creek,Plecoptera,Capniidae,,Capniidae,Period 4,0.97,0.19,5,0.97,6.56
East Blacktail Deer Creek,Plecoptera,Capniidae,,Capniidae,Period 5,0,0.19,5,0.97,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Alloperla,Alloperla,Period 1,0,0.85,5,4.23,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Alloperla,Alloperla,Period 2,0,0.85,5,4.23,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Alloperla,Alloperla,Period 3,0,0.85,5,4.23,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Alloperla,Alloperla,Period 4,4.23,0.85,5,4.23,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Alloperla,Alloperla,Period 5,0,0.85,5,4.23,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla,Period 1,0,0.06,5,0.32,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla,Period 2,0,0.06,5,0.32,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla,Period 3,0,0.06,5,0.32,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla,Period 4,0.32,0.06,5,0.32,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla,Period 5,0,0.06,5,0.32,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa,Period 1,0,14.04,5.48,76.93,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa,Period 2,5.31,14.04,5.48,76.93,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa,Period 3,24.71,14.04,5.48,76.93,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa,Period 4,10.97,14.04,5.48,76.93,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa,Period 5,29.23,14.04,5.48,76.93,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,,Chloroperlidae,Period 1,0,0.05,5,0.24,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,,Chloroperlidae,Period 2,0,0.05,5,0.24,6.56
